"#"	"latitude"	"longitude"	"hdop"	"plan#"
110	52.140003	11.643836	1.100000	33
111	52.140003	11.643836	1.100000	33
112	52.140017	11.643882	1.100000	33
113	52.140017	11.643882	1.100000	33
114	52.140007	11.643912	1.100000	34
115	52.140007	11.643912	1.100000	34
116	52.140006	11.643930	1.100000	34
117	52.140006	11.643930	1.100000	34
118	52.140003	11.643951	1.100000	34
119	52.140003	11.643951	1.100000	34
120	52.139998	11.643980	1.100000	34
121	52.139998	11.643980	1.100000	34
122	52.140001	11.643972	1.100000	34
123	52.140001	11.643972	1.100000	34
124	52.140028	11.643977	1.100000	34
125	52.140028	11.643977	1.100000	34
126	52.140047	11.643994	1.100000	34
127	52.140047	11.643994	1.100000	34
128	52.140014	11.644013	1.100000	34
129	52.140014	11.644013	1.100000	34
130	52.139992	11.644046	1.100000	34
131	52.139992	11.644046	1.100000	34
132	52.139988	11.644068	1.100000	35
133	52.139988	11.644068	1.100000	35
134	52.139983	11.644054	1.100000	35
135	52.139983	11.644054	1.100000	35
136	52.139945	11.644048	1.100000	35
137	52.139945	11.644048	1.100000	35
138	52.139948	11.644049	1.100000	35
139	52.139948	11.644049	1.100000	35
140	52.139942	11.644083	1.100000	35
141	52.139942	11.644083	1.100000	35
142	52.139942	11.644093	1.100000	35
143	52.139942	11.644093	1.100000	35
144	52.139943	11.644111	1.100000	35
145	52.139943	11.644111	1.100000	35
146	52.139939	11.644152	1.100000	35
147	52.139939	11.644152	1.100000	35
148	52.139931	11.644160	1.100000	35
149	52.139931	11.644160	1.100000	35
150	52.139912	11.644167	1.100000	35
151	52.139912	11.644167	1.100000	35
152	52.139902	11.644207	1.100000	36
153	52.139902	11.644207	1.100000	36
154	52.139899	11.644241	1.100000	36
155	52.139899	11.644241	1.100000	36
156	52.139903	11.644254	1.100000	36
157	52.139903	11.644254	1.100000	36
158	52.139913	11.644293	1.100000	36
159	52.139913	11.644293	1.100000	36
160	52.139914	11.644322	1.100000	36
161	52.139914	11.644322	1.100000	36
162	52.139912	11.644343	1.100000	37
163	52.139912	11.644343	1.100000	37
164	52.139909	11.644370	1.100000	37
165	52.139909	11.644370	1.100000	37
166	52.139913	11.644394	1.100000	37
167	52.139913	11.644394	1.100000	37
168	52.139916	11.644421	1.100000	37
169	52.139916	11.644421	1.100000	37
170	52.139923	11.644444	1.100000	37
171	52.139923	11.644444	1.100000	37
172	52.139924	11.644465	1.100000	37
173	52.139924	11.644465	1.100000	37
174	52.139923	11.644495	1.100000	38
175	52.139923	11.644495	1.100000	38
176	52.139920	11.644515	1.100000	38
177	52.139920	11.644515	1.100000	38
178	52.139919	11.644535	1.100000	38
179	52.139919	11.644535	1.100000	38
180	52.139915	11.644568	1.100000	38
181	52.139915	11.644568	1.100000	38
182	52.139917	11.644579	1.100000	38
183	52.139917	11.644579	1.100000	38
184	52.139918	11.644607	1.100000	38
185	52.139918	11.644607	1.100000	38
186	52.139920	11.644636	1.100000	39
187	52.139920	11.644636	1.100000	39
188	52.139927	11.644673	1.100000	39
189	52.139927	11.644673	1.100000	39
190	52.139936	11.644702	1.100000	39
191	52.139936	11.644702	1.100000	39
192	52.139936	11.644731	1.100000	39
193	52.139936	11.644731	1.100000	39
194	52.139943	11.644757	1.100000	39
195	52.139943	11.644757	1.100000	39
196	52.139947	11.644781	1.100000	40
197	52.139947	11.644781	1.100000	40
198	52.139952	11.644808	1.100000	40
199	52.139952	11.644808	1.100000	40
200	52.139947	11.644840	1.100000	40
201	52.139947	11.644840	1.100000	40
202	52.139935	11.644884	1.100000	40
203	52.139935	11.644884	1.100000	40
204	52.139932	11.644901	1.100000	40
205	52.139932	11.644901	1.100000	40
206	52.139941	11.644926	1.100000	41
207	52.139941	11.644926	1.100000	41
208	52.139950	11.644939	1.100000	41
209	52.139950	11.644939	1.100000	41
210	52.139945	11.644965	1.100000	41
211	52.139945	11.644965	1.100000	41
212	52.139944	11.644989	1.100000	41
213	52.139944	11.644989	1.100000	41
214	52.139936	11.645017	1.100000	41
215	52.139936	11.645017	1.100000	41
216	52.139934	11.645046	1.100000	41
217	52.139934	11.645046	1.100000	41
218	52.139942	11.645071	1.100000	42
219	52.139942	11.645071	1.100000	42
220	52.139953	11.645084	1.100000	42
221	52.139953	11.645084	1.100000	42
222	52.139904	11.645109	1.100000	42
223	52.139904	11.645109	1.100000	42
224	52.139893	11.645107	1.100000	42
225	52.139893	11.645107	1.100000	42
226	52.139896	11.645123	1.100000	42
227	52.139896	11.645123	1.100000	42
228	52.139888	11.645146	1.100000	42
229	52.139888	11.645146	1.100000	42
230	52.139889	11.645150	1.100000	42
231	52.139889	11.645150	1.100000	42
232	52.139888	11.645168	1.100000	42
233	52.139888	11.645168	1.100000	42
234	52.139883	11.645191	1.100000	42
235	52.139883	11.645191	1.100000	42
236	52.139879	11.645201	1.100000	42
237	52.139879	11.645201	1.100000	42
238	52.139877	11.645211	1.100000	42
239	52.139877	11.645211	1.100000	42
240	52.139880	11.645232	1.100000	42
241	52.139880	11.645232	1.100000	42
---
"#"	"plan latitude"	"plan longitude"	"plan hdop"	"x"	"y"	"num corresponding"	"geodetic diff"	"mean latitude"	"mean longitude"	"mean hdop"	"plan hdop-mean hdop"
0	52.140967	11.640760	1.036900	10	23	8	0.000217	52.140931	11.640547	2.475000	1.438100	
1	52.140967	11.640906	0.900322	10	24	0	
2	52.140967	11.641052	0.652994	10	25	0	
3	52.140967	11.641198	1.003127	10	26	0	
4	52.140967	11.641344	0.671651	10	27	0	
5	52.140967	11.641490	0.583965	10	28	0	
6	52.140967	11.641636	0.540209	10	29	0	
7	52.140877	11.641636	0.540209	11	29	0	
8	52.140787	11.641636	0.521345	12	29	0	
9	52.140787	11.641782	0.521345	12	30	0	
10	52.140787	11.641928	0.521345	12	31	2	0.000100	52.140820	11.642022	1.200000	0.678655	
11	52.140697	11.641928	0.576812	13	31	0	
12	52.140697	11.642074	0.536508	13	32	4	0.000117	52.140799	11.642061	1.200000	0.663492	
13	52.140697	11.642220	0.583965	13	33	4	0.000125	52.140804	11.642155	1.200000	0.616035	
14	52.140697	11.642366	0.583965	13	34	0	
15	52.140697	11.642513	0.647103	13	35	0	
16	52.140607	11.642513	0.600432	14	35	0	
17	52.140607	11.642659	0.536508	14	36	0	
18	52.140607	11.642805	0.546721	14	37	2	0.000140	52.140739	11.642852	1.200000	0.653279	
19	52.140607	11.642951	0.576812	14	38	10	0.000147	52.140748	11.642951	1.200000	0.623188	
20	52.140607	11.643097	0.536508	14	39	32	0.000077	52.140670	11.643121	1.100000	0.563492	
21	52.140517	11.643097	0.556857	15	39	2	0.000049	52.140560	11.643120	1.100000	0.543143	
22	52.140428	11.643097	0.549047	16	39	0	
23	52.140338	11.643097	0.627298	17	39	6	0.000063	52.140335	11.643159	1.100000	0.472702	
24	52.140248	11.643097	0.618783	18	39	12	0.000091	52.140257	11.643184	1.100000	0.481217	
25	52.140158	11.643097	0.618783	19	39	14	0.000084	52.140157	11.643177	1.100000	0.481217	
26	52.140068	11.643097	0.601063	20	39	0	
27	52.139978	11.643097	0.571334	21	39	0	
28	52.139978	11.643243	0.605066	21	40	0	
29	52.139888	11.643243	0.591254	22	40	0	
30	52.139888	11.643389	0.591254	22	41	0	
31	52.139888	11.643535	0.583965	22	42	0	
32	52.139888	11.643681	0.583965	22	43	8	0.000169	52.140048	11.643734	1.200000	0.616035	
33	52.139888	11.643827	0.583965	22	44	10	0.000137	52.140022	11.643834	1.100000	0.516035	
34	52.139888	11.643973	0.583965	22	45	18	0.000129	52.140011	11.643975	1.100000	0.516035	
35	52.139888	11.644119	0.657688	22	46	20	0.000076	52.139947	11.644098	1.100000	0.442312	
36	52.139888	11.644265	0.657688	22	47	10	0.000041	52.139906	11.644263	1.100000	0.442312	
37	52.139888	11.644411	0.540209	22	48	12	0.000048	52.139916	11.644406	1.100000	0.559791	
38	52.139888	11.644557	0.540209	22	49	12	0.000047	52.139918	11.644550	1.100000	0.559791	
39	52.139888	11.644703	0.521345	22	50	10	0.000061	52.139932	11.644700	1.100000	0.578655	
40	52.139888	11.644850	0.521345	22	51	10	0.000070	52.139942	11.644843	1.100000	0.578655	
41	52.139888	11.644996	0.521345	22	52	12	0.000069	52.139941	11.644980	1.100000	0.578655	
42	52.139888	11.645142	0.521345	22	53	24	0.000048	52.139898	11.645149	1.100000	0.578655	
